,TOWN,TOWNNO,TRACT,LON,LAT,MEDV,CMEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
67,Wilmington,16,3311,-75.5563909,39.737255000000005,22.0,22.0,0.05789,12.5,6.07,0,0.409,5.878,21.4,6.498,4,345,18.9,396.21,8.1
97,Winchester,23,3383,-78.1536941,39.1905597,38.7,38.7,0.12083,0.0,2.89,0,0.445,8.069,76.0,3.4952,2,276,18.0,396.9,4.21
98,Winchester,23,3384,-78.1626941,39.1905597,43.8,43.8,0.08187,0.0,2.89,0,0.445,7.82,36.9,3.4952,2,276,18.0,393.53,3.57
96,Winchester,23,3382,-78.1666941,39.1845597,21.4,21.4,0.11504,0.0,2.89,0,0.445,6.163,69.6,3.4952,2,276,18.0,391.83,11.34
95,Winchester,23,3381,-78.17589410000001,39.1815597,28.4,28.4,0.12204,0.0,2.89,0,0.445,6.625,57.8,3.4952,2,276,18.0,357.98,6.65
99,Winchester,23,3385,-78.1576941,39.1810597,33.2,33.2,0.0686,0.0,2.89,0,0.445,7.416,62.5,3.4952,2,276,18.0,396.9,6.19
501,Winthrop,91,1801,-120.18383560000001,48.483183200000006,22.4,22.4,0.06263,0.0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21.0,391.99,9.67
502,Winthrop,91,1802,-120.1888356,48.479483200000004,20.6,20.6,0.04527,0.0,11.93,0,0.573,6.12,76.7,2.2875,1,273,21.0,396.9,9.08
503,Winthrop,91,1803,-120.1926356,48.477983200000004,23.9,23.9,0.06076,0.0,11.93,0,0.573,6.976,91.0,2.1675,1,273,21.0,396.9,5.64
504,Winthrop,91,1804,-120.1853356,48.4759832,22.0,22.0,0.10959,0.0,11.93,0,0.573,6.794,89.3,2.3889,1,273,21.0,393.45,6.48
505,Winthrop,91,1805,-120.1803356,48.4729832,11.9,19.0,0.04741,0.0,11.93,0,0.573,6.03,80.8,2.505,1,273,21.0,396.9,7.88
77,Woburn,18,3334,-71.1697765,42.47667846666667,20.8,20.8,0.08707,0.0,12.83,0,0.437,6.14,45.8,4.0905,5,398,18.7,386.96,10.27
76,Woburn,18,3333,-71.15927649999999,42.47517846666667,20.0,20.0,0.10153,0.0,12.83,0,0.437,6.279,74.5,4.0522,5,398,18.7,373.66,11.97
78,Woburn,18,3335,-71.1492765,42.471178466666665,21.2,21.2,0.05646,0.0,12.83,0,0.437,6.232,53.7,5.0141,5,398,18.7,386.4,12.34
74,Woburn,18,3331,-71.13527649999999,42.477178466666665,24.1,24.1,0.07896,0.0,12.83,0,0.437,6.273,6.0,4.2515,5,398,18.7,394.92,6.78
75,Woburn,18,3332,-71.1497765,42.48267846666667,21.4,21.4,0.09512,0.0,12.83,0,0.437,6.286,45.0,4.5026,5,398,18.7,383.23,8.94
79,Woburn,18,3336,-71.15027649999999,42.49267846666667,20.3,20.3,0.08387,0.0,12.83,0,0.437,5.874,36.6,4.5026,5,398,18.7,396.06,9.1
